FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,08/05/2024 18:54:00,  17.8920,  41911.0,    0.789,  7.753,8.03,45.942,1727.933,1.20,1.33,  31.7010, 1511.737,  48856.5,    98.81, 05 Aug 2024, 18:54:00, 1247, 0
HCEP03730715,08/05/2024 18:56:00,  17.8950,  41913.8,    0.788,  7.750,8.03,45.782,1732.595,1.32,0.94,  31.7009, 1511.746,  48856.2,    98.78, 05 Aug 2024, 18:56:00, 1248, 0
HCEP03730715,08/05/2024 18:58:00,  17.8980,  41916.3,    0.789,  7.749,8.03,45.718,1729.557,1.23,1.08,  31.7008, 1511.755,  48855.8,    98.78, 05 Aug 2024, 18:58:00, 1249, 0
HCEP03730715,08/05/2024 19:00:00,  17.9011,  41919.2,    0.789,  7.754,8.03,45.777,1729.980,1.29,0.94,  31.7008, 1511.764,  48855.6,    98.84, 05 Aug 2024, 19:00:00, 1250, 0
HCEP03730715,08/05/2024 19:02:00,  17.9036,  41921.8,    0.789,  7.748,8.03,45.496,1730.288,1.23,0.54,  31.7011, 1511.772,  48855.8,    98.77, 05 Aug 2024, 19:02:00, 1251, 0
HCEP03730715,08/05/2024 19:04:00,  17.9067,  41924.4,    0.789,  7.743,8.03,45.767,1731.588,1.28,0.00,  31.7008, 1511.781,  48855.2,    98.71, 05 Aug 2024, 19:04:00, 1252, 0
HCEP03730715,08/05/2024 19:06:00,  17.9095,  41926.9,    0.789,  7.747,8.03,45.981,1729.362,1.23,1.08,  31.7008, 1511.789,  48855.1,    98.77, 05 Aug 2024, 19:06:00, 1253, 0
HCEP03730715,08/05/2024 19:08:00,  17.9122,  41929.7,    0.789,  7.745,8.03,45.995,1728.940,1.39,1.53,  31.7010, 1511.797,  48855.2,    98.75, 05 Aug 2024, 19:08:00, 1254, 0
HCEP03730715,08/05/2024 19:10:00,  17.9152,  41932.4,    0.789,  7.745,8.03,45.796,1726.068,1.35,2.49,  31.7009, 1511.806,  48854.9,    98.75, 05 Aug 2024, 19:10:00, 1255, 0
HCEP03730715,08/05/2024 19:12:00,  17.9180,  41935.1,    0.788,  7.743,8.03,45.638,1730.434,1.36,1.33,  31.7011, 1511.814,  48854.9,    98.73, 05 Aug 2024, 19:12:00, 1256, 0
HCEP03730715,08/05/2024 19:14:00,  17.9211,  41937.8,    0.790,  7.739,8.03,45.996,1728.761,1.34,1.08,  31.7009, 1511.823,  48854.5,    98.69, 05 Aug 2024, 19:14:00, 1257, 0
HCEP03730715,08/05/2024 19:16:00,  17.9240,  41940.3,    0.790,  7.742,8.03,46.022,1727.058,1.35,1.72,  31.7008, 1511.832,  48854.2,    98.74, 05 Aug 2024, 19:16:00, 1258, 0
HCEP03730715,08/05/2024 19:18:00,  17.9269,  41943.0,    0.790,  7.736,8.03,45.981,1727.430,1.29,1.44,  31.7008, 1511.841,  48854.0,    98.66, 05 Aug 2024, 19:18:00, 1259, 0
HCEP03730715,08/05/2024 19:20:00,  17.9299,  41946.0,    0.790,  7.732,8.03,45.907,1726.311,1.32,0.77,  31.7010, 1511.850,  48854.0,    98.62, 05 Aug 2024, 19:20:00, 1260, 0
HCEP03730715,08/05/2024 19:22:00,  17.9327,  41948.3,    0.790,  7.738,8.03,45.844,1725.094,1.24,1.21,  31.7008, 1511.858,  48853.5,    98.70, 05 Aug 2024, 19:22:00, 1261, 0
HCEP03730715,08/05/2024 19:24:00,  17.9354,  41951.3,    0.791,  7.734,8.03,45.880,1726.522,1.29,1.63,  31.7012, 1511.866,  48853.9,    98.65, 05 Aug 2024, 19:24:00, 1262, 0
HCEP03730715,08/05/2024 19:26:00,  17.9384,  41953.7,    0.790,  7.733,8.03,45.892,1724.154,1.24,1.21,  31.7009, 1511.874,  48853.3,    98.65, 05 Aug 2024, 19:26:00, 1263, 0
HCEP03730715,08/05/2024 19:28:00,  17.9415,  41956.6,    0.790,  7.741,8.03,45.893,1723.603,1.27,1.44,  31.7009, 1511.884,  48853.1,    98.75, 05 Aug 2024, 19:28:00, 1264, 0
HCEP03730715,08/05/2024 19:30:00,  17.9439,  41959.0,    0.791,  7.734,8.03,45.856,1721.253,1.29,0.94,  31.7012, 1511.891,  48853.3,    98.67, 05 Aug 2024, 19:30:00, 1265, 0
HCEP03730715,08/05/2024 19:32:00,  17.9473,  41961.9,    0.791,  7.729,8.03,45.947,1724.364,1.38,1.21,  31.7009, 1511.901,  48852.7,    98.61, 05 Aug 2024, 19:32:00, 1266, 0
HCEP03730715,08/05/2024 19:34:00,  17.9500,  41964.4,    0.791,  7.723,8.03,45.830,1723.894,1.29,1.44,  31.7010, 1511.909,  48852.6,    98.54, 05 Aug 2024, 19:34:00, 1267, 0
HCEP03730715,08/05/2024 19:36:00,  17.9528,  41967.3,    0.791,  7.736,8.03,46.031,1720.913,1.33,1.96,  31.7012, 1511.917,  48852.7,    98.71, 05 Aug 2024, 19:36:00, 1268, 0
HCEP03730715,08/05/2024 19:38:00,  17.9553,  41969.6,    0.792,  7.724,8.03,46.135,1721.026,1.34,1.33,  31.7013, 1511.925,  48852.7,    98.57, 05 Aug 2024, 19:38:00, 1269, 0
HCEP03730715,08/05/2024 19:40:00,  17.9583,  41971.9,    0.792,  7.722,8.03,46.077,1723.521,1.35,1.44,  31.7008, 1511.933,  48851.9,    98.55, 05 Aug 2024, 19:40:00, 1270, 0
HCEP03730715,08/05/2024 19:42:00,  17.9605,  41974.4,    0.792,  7.730,8.03,45.920,1722.614,1.36,1.21,  31.7012, 1511.940,  48852.3,    98.66, 05 Aug 2024, 19:42:00, 1271, 0
HCEP03730715,08/05/2024 19:44:00,  17.9633,  41976.9,    0.791,  7.723,8.03,45.874,1723.246,1.29,1.96,  31.7012, 1511.948,  48852.0,    98.57, 05 Aug 2024, 19:44:00, 1272, 0
HCEP03730715,08/05/2024 19:46:00,  17.9661,  41979.4,    0.792,  7.722,8.03,45.878,1722.128,1.27,0.54,  31.7011, 1511.957,  48851.7,    98.57, 05 Aug 2024, 19:46:00, 1273, 0
HCEP03730715,08/05/2024 19:48:00,  17.9688,  41982.0,    0.792,  7.722,8.03,46.112,1722.630,1.35,1.21,  31.7012, 1511.965,  48851.7,    98.56, 05 Aug 2024, 19:48:00, 1274, 0
HCEP03730715,08/05/2024 19:50:00,  17.9718,  41984.6,    0.792,  7.723,8.03,46.342,1720.799,1.30,0.77,  31.7011, 1511.973,  48851.3,    98.58, 05 Aug 2024, 19:50:00, 1275, 0
HCEP03730715,08/05/2024 19:52:00,  17.9742,  41986.9,    0.793,  7.720,8.03,46.446,1723.084,1.34,1.53,  31.7011, 1511.981,  48851.2,    98.55, 05 Aug 2024, 19:52:00, 1276, 0
HCEP03730715,08/05/2024 19:54:00,  17.9765,  41989.2,    0.793,  7.712,8.03,46.465,1721.739,1.28,1.21,  31.7013, 1511.988,  48851.4,    98.46, 05 Aug 2024, 19:54:00, 1277, 0
HCEP03730715,08/05/2024 19:56:00,  17.9794,  41991.8,    0.793,  7.712,8.03,46.406,1721.901,1.23,1.72,  31.7012, 1511.996,  48851.0,    98.45, 05 Aug 2024, 19:56:00, 1278, 0
HCEP03730715,08/05/2024 19:58:00,  17.9827,  41994.7,    0.794,  7.711,8.03,46.406,1721.496,1.26,0.00,  31.7011, 1512.006,  48850.7,    98.45, 05 Aug 2024, 19:58:00, 1279, 0
HCEP03730715,08/05/2024 20:00:00,  17.9853,  41997.2,    0.794,  7.718,8.03,46.346,1720.329,1.26,1.08,  31.7013, 1512.013,  48850.7,    98.54, 05 Aug 2024, 20:00:00, 1280, 0
HCEP03730715,08/05/2024 20:02:00,  17.9880,  41999.6,    0.794,  7.723,8.03,46.193,1720.248,1.27,1.08,  31.7012, 1512.021,  48850.4,    98.62, 05 Aug 2024, 20:02:00, 1281, 0
HCEP03730715,08/05/2024 20:04:00,  17.9907,  42002.1,    0.793,  7.702,8.03,46.094,1722.889,1.30,0.94,  31.7012, 1512.029,  48850.3,    98.35, 05 Aug 2024, 20:04:00, 1282, 0
HCEP03730715,08/05/2024 20:06:00,  17.9932,  42004.5,    0.794,  7.710,8.03,46.024,1719.747,1.24,1.21,  31.7013, 1512.037,  48850.2,    98.46, 05 Aug 2024, 20:06:00, 1283, 0
HCEP03730715,08/05/2024 20:08:00,  17.9958,  42007.3,    0.795,  7.710,8.03,45.815,1721.042,1.29,1.21,  31.7016, 1512.045,  48850.5,    98.47, 05 Aug 2024, 20:08:00, 1284, 0
HCEP03730715,08/05/2024 20:10:00,  17.9991,  42009.6,    0.795,  7.707,8.03,45.855,1720.993,1.26,1.21,  31.7009, 1512.054,  48849.4,    98.44, 05 Aug 2024, 20:10:00, 1285, 0
HCEP03730715,08/05/2024 20:12:00,  18.0017,  42012.4,    0.795,  7.708,8.03,45.623,1719.908,1.26,0.54,  31.7013, 1512.062,  48849.7,    98.45, 05 Aug 2024, 20:12:00, 1286, 0
HCEP03730715,08/05/2024 20:14:00,  18.0042,  42015.0,    0.795,  7.704,8.03,45.548,1718.273,1.18,1.44,  31.7016, 1512.070,  48849.9,    98.40, 05 Aug 2024, 20:14:00, 1287, 0
HCEP03730715,08/05/2024 20:16:00,  18.0069,  42017.3,    0.794,  7.701,8.03,45.436,1720.540,1.24,1.44,  31.7014, 1512.077,  48849.5,    98.37, 05 Aug 2024, 20:16:00, 1288, 0
HCEP03730715,08/05/2024 20:18:00,  18.0099,  42020.0,    0.795,  7.707,8.03,45.381,1717.384,1.17,1.21,  31.7014, 1512.086,  48849.2,    98.45, 05 Aug 2024, 20:18:00, 1289, 0
HCEP03730715,08/05/2024 20:20:00,  18.0123,  42022.3,    0.795,  7.703,8.03,45.461,1716.332,1.26,1.80,  31.7015, 1512.093,  48849.2,    98.40, 05 Aug 2024, 20:20:00, 1290, 0
HCEP03730715,08/05/2024 20:22:00,  18.0148,  42024.8,    0.795,  7.699,8.03,45.687,1717.012,1.21,2.54,  31.7016, 1512.101,  48849.2,    98.36, 05 Aug 2024, 20:22:00, 1291, 0
HCEP03730715,08/05/2024 20:24:00,  18.0177,  42027.5,    0.795,  7.699,8.03,45.425,1717.755,1.30,0.94,  31.7017, 1512.109,  48849.1,    98.37, 05 Aug 2024, 20:24:00, 1292, 0
HCEP03730715,08/05/2024 20:26:00,  18.0202,  42029.8,    0.796,  7.693,8.03,45.365,1716.267,1.28,0.00,  31.7016, 1512.117,  48848.9,    98.29, 05 Aug 2024, 20:26:00, 1293, 0
HCEP03730715,08/05/2024 20:28:00,  18.0225,  42032.1,    0.797,  7.691,8.03,45.247,1718.662,1.29,1.53,  31.7019, 1512.124,  48849.1,    98.26, 05 Aug 2024, 20:28:00, 1294, 0
HCEP03730715,08/05/2024 20:30:00,  18.0257,  42034.5,    0.796,  7.688,8.03,45.504,1716.769,1.20,0.00,  31.7013, 1512.133,  48848.1,    98.23, 05 Aug 2024, 20:30:00, 1295, 0
HCEP03730715,08/05/2024 20:32:00,  18.0283,  42037.0,    0.796,  7.691,8.03,45.443,1717.173,1.21,0.54,  31.7014, 1512.140,  48848.1,    98.28, 05 Aug 2024, 20:32:00, 1296, 0
HCEP03730715,08/05/2024 20:34:00,  18.0308,  42039.1,    0.796,  7.688,8.03,45.486,1716.542,1.22,1.53,  31.7012, 1512.148,  48847.7,    98.24, 05 Aug 2024, 20:34:00, 1297, 0
HCEP03730715,08/05/2024 20:36:00,  18.0331,  42041.7,    0.796,  7.689,8.03,45.490,1718.338,1.27,1.44,  31.7016, 1512.155,  48848.1,    98.26, 05 Aug 2024, 20:36:00, 1298, 0
HCEP03730715,08/05/2024 20:38:00,  18.0360,  42044.2,    0.796,  7.690,8.03,45.483,1714.828,1.09,1.21,  31.7015, 1512.163,  48847.7,    98.29, 05 Aug 2024, 20:38:00, 1299, 0
HCEP03730715,08/05/2024 20:40:00,  18.0382,  42046.2,    0.796,  7.686,8.03,45.458,1715.151,1.32,1.44,  31.7014, 1512.170,  48847.5,    98.23, 05 Aug 2024, 20:40:00, 1300, 0
HCEP03730715,08/05/2024 20:42:00,  18.0406,  42048.7,    0.797,  7.679,8.03,45.343,1714.051,1.26,1.08,  31.7017, 1512.177,  48847.7,    98.14, 05 Aug 2024, 20:42:00, 1301, 0
HCEP03730715,08/05/2024 20:44:00,  18.0430,  42050.8,    0.796,  7.683,8.03,45.277,1716.267,1.24,0.00,  31.7016, 1512.184,  48847.4,    98.21, 05 Aug 2024, 20:44:00, 1302, 0
HCEP03730715,08/05/2024 20:46:00,  18.0454,  42053.2,    0.796,  7.693,8.03,45.177,1714.116,1.21,0.00,  31.7018, 1512.191,  48847.5,    98.34, 05 Aug 2024, 20:46:00, 1303, 0
HCEP03730715,08/05/2024 20:48:00,  18.0480,  42055.5,    0.797,  7.694,8.03,45.114,1713.599,1.24,0.00,  31.7017, 1512.199,  48847.2,    98.35, 05 Aug 2024, 20:48:00, 1304, 0
HCEP03730715,08/05/2024 20:50:00,  18.0505,  42058.0,    0.797,  7.684,8.03,45.038,1715.102,1.20,0.00,  31.7019, 1512.206,  48847.3,    98.24, 05 Aug 2024, 20:50:00, 1305, 0
HCEP03730715,08/05/2024 20:52:00,  18.0533,  42060.7,    0.798,  7.679,8.03,45.022,1715.798,1.24,0.00,  31.7020, 1512.215,  48847.3,    98.18, 05 Aug 2024, 20:52:00, 1306, 0
HCEP03730715,08/05/2024 20:54:00,  18.0557,  42062.7,    0.798,  7.684,8.03,45.018,1712.807,1.25,2.03,  31.7018, 1512.222,  48846.8,    98.24, 05 Aug 2024, 20:54:00, 1307, 0
HCEP03730715,08/05/2024 20:56:00,  18.0586,  42065.3,    0.798,  7.682,8.03,45.040,1713.357,1.25,1.08,  31.7018, 1512.230,  48846.6,    98.23, 05 Aug 2024, 20:56:00, 1308, 0
HCEP03730715,08/05/2024 20:58:00,  18.0613,  42067.9,    0.797,  7.674,8.03,44.868,1711.239,1.24,1.53,  31.7018, 1512.238,  48846.5,    98.13, 05 Aug 2024, 20:58:00, 1309, 0
HCEP03730715,08/05/2024 21:00:00,  18.0637,  42070.1,    0.799,  7.672,8.03,45.285,1712.468,1.31,0.00,  31.7018, 1512.245,  48846.3,    98.10, 05 Aug 2024, 21:00:00, 1310, 0
HCEP03730715,08/05/2024 21:02:00,  18.0665,  42072.6,    0.797,  7.671,8.03,45.221,1709.640,1.32,1.08,  31.7018, 1512.254,  48846.1,    98.09, 05 Aug 2024, 21:02:00, 1311, 0
HCEP03730715,08/05/2024 21:04:00,  18.0691,  42075.0,    0.798,  7.680,8.03,45.096,1712.209,1.34,1.88,  31.7018, 1512.261,  48845.9,    98.21, 05 Aug 2024, 21:04:00, 1312, 0
HCEP03730715,08/05/2024 21:06:00,  18.0713,  42077.5,    0.798,  7.675,8.03,45.247,1711.594,1.28,1.80,  31.7022, 1512.268,  48846.3,    98.15, 05 Aug 2024, 21:06:00, 1313, 0
HCEP03730715,08/05/2024 21:08:00,  18.0737,  42079.7,    0.798,  7.672,8.03,45.153,1714.084,1.27,0.00,  31.7022, 1512.275,  48846.2,    98.12, 05 Aug 2024, 21:08:00, 1314, 0
HCEP03730715,08/05/2024 21:10:00,  18.0764,  42082.1,    0.799,  7.671,8.03,45.242,1712.435,1.27,0.54,  31.7021, 1512.283,  48845.9,    98.12, 05 Aug 2024, 21:10:00, 1315, 0
HCEP03730715,08/05/2024 21:12:00,  18.0788,  42084.4,    0.798,  7.669,8.03,45.169,1711.659,1.29,1.53,  31.7022, 1512.290,  48845.9,    98.09, 05 Aug 2024, 21:12:00, 1316, 0
HCEP03730715,08/05/2024 21:14:00,  18.0821,  42087.3,    0.798,  7.669,8.03,45.165,1711.611,1.31,0.77,  31.7020, 1512.300,  48845.4,    98.10, 05 Aug 2024, 21:14:00, 1317, 0
HCEP03730715,08/05/2024 21:16:00,  18.0842,  42089.6,    0.800,  7.666,8.03,45.274,1709.721,1.21,1.44,  31.7023, 1512.306,  48845.8,    98.07, 05 Aug 2024, 21:16:00, 1318, 0
HCEP03730715,08/05/2024 21:18:00,  18.0868,  42091.9,    0.799,  7.674,8.03,45.194,1710.173,1.28,1.53,  31.7023, 1512.314,  48845.5,    98.17, 05 Aug 2024, 21:18:00, 1319, 0
HCEP03730715,08/05/2024 21:20:00,  18.0893,  42094.0,    0.799,  7.666,8.03,45.114,1708.656,1.27,1.53,  31.7021, 1512.321,  48845.1,    98.07, 05 Aug 2024, 21:20:00, 1320, 0
HCEP03730715,08/05/2024 21:22:00,  18.0915,  42096.3,    0.800,  7.663,8.03,45.222,1708.656,1.23,0.00,  31.7023, 1512.328,  48845.2,    98.04, 05 Aug 2024, 21:22:00, 1321, 0
HCEP03730715,08/05/2024 21:24:00,  18.0943,  42098.9,    0.800,  7.673,8.03,45.423,1711.853,1.28,0.94,  31.7023, 1512.336,  48845.1,    98.17, 05 Aug 2024, 21:24:00, 1322, 0
HCEP03730715,08/05/2024 21:26:00,  18.0966,  42101.1,    0.800,  7.670,8.03,45.566,1708.849,1.21,1.21,  31.7024, 1512.343,  48845.1,    98.14, 05 Aug 2024, 21:26:00, 1323, 0
HCEP03730715,08/05/2024 21:28:00,  18.0994,  42103.6,    0.801,  7.672,8.03,45.389,1709.705,1.28,1.72,  31.7023, 1512.351,  48844.8,    98.17, 05 Aug 2024, 21:28:00, 1324, 0
HCEP03730715,08/05/2024 21:30:00,  18.1017,  42105.8,    0.800,  7.670,8.03,45.307,1708.430,1.29,1.72,  31.7025, 1512.358,  48844.8,    98.15, 05 Aug 2024, 21:30:00, 1325, 0
HCEP03730715,08/05/2024 21:32:00,  18.1043,  42108.2,    0.800,  7.667,8.03,45.366,1707.979,1.27,0.00,  31.7025, 1512.366,  48844.6,    98.12, 05 Aug 2024, 21:32:00, 1326, 0
HCEP03730715,08/05/2024 21:34:00,  18.1066,  42110.7,    0.802,  7.665,8.03,45.267,1707.349,1.28,0.00,  31.7027, 1512.373,  48844.8,    98.10, 05 Aug 2024, 21:34:00, 1327, 0
HCEP03730715,08/05/2024 21:36:00,  18.1096,  42112.8,    0.802,  7.656,8.03,45.076,1708.027,1.25,1.44,  31.7022, 1512.381,  48843.9,    97.99, 05 Aug 2024, 21:36:00, 1328, 0
HCEP03730715,08/05/2024 21:38:00,  18.1118,  42115.2,    0.803,  7.661,8.03,45.156,1705.220,1.31,0.00,  31.7025, 1512.388,  48844.2,    98.05, 05 Aug 2024, 21:38:00, 1329, 0
HCEP03730715,08/05/2024 21:40:00,  18.1142,  42117.4,    0.802,  7.659,8.03,44.919,1702.206,1.36,1.21,  31.7025, 1512.395,  48844.0,    98.03, 05 Aug 2024, 21:40:00, 1330, 0
HCEP03730715,08/05/2024 21:42:00,  18.1166,  42120.1,    0.802,  7.657,8.03,44.617,1703.462,1.21,1.53,  31.7029, 1512.402,  48844.5,    98.00, 05 Aug 2024, 21:42:00, 1331, 0
HCEP03730715,08/05/2024 21:44:00,  18.1196,  42122.4,    0.802,  7.658,8.03,44.917,1702.866,1.35,1.53,  31.7025, 1512.411,  48843.7,    98.03, 05 Aug 2024, 21:44:00, 1332, 0
HCEP03730715,08/05/2024 21:46:00,  18.1219,  42124.5,    0.802,  7.655,8.03,45.036,1700.677,1.32,3.87,  31.7025, 1512.418,  48843.5,    98.00, 05 Aug 2024, 21:46:00, 1333, 0
HCEP03730715,08/05/2024 21:48:00,  18.1247,  42127.2,    0.803,  7.651,8.03,44.929,1700.450,1.38,1.33,  31.7026, 1512.426,  48843.5,    97.95, 05 Aug 2024, 21:48:00, 1334, 0
HCEP03730715,08/05/2024 21:50:00,  18.1270,  42129.5,    0.802,  7.658,8.03,44.928,1701.899,1.30,1.88,  31.7027, 1512.433,  48843.5,    98.04, 05 Aug 2024, 21:50:00, 1335, 0
HCEP03730715,08/05/2024 21:52:00,  18.1299,  42132.0,    0.803,  7.656,8.03,44.955,1701.400,1.32,1.08,  31.7026, 1512.441,  48843.2,    98.03, 05 Aug 2024, 21:52:00, 1336, 0
HCEP03730715,08/05/2024 21:54:00,  18.1321,  42134.5,    0.803,  7.652,8.03,44.800,1701.706,1.27,0.77,  31.7030, 1512.448,  48843.5,    97.98, 05 Aug 2024, 21:54:00, 1337, 0
HCEP03730715,08/05/2024 21:56:00,  18.1345,  42136.6,    0.803,  7.653,8.03,44.836,1704.139,1.30,0.94,  31.7029, 1512.455,  48843.3,    97.99, 05 Aug 2024, 21:56:00, 1338, 0
HCEP03730715,08/05/2024 21:58:00,  18.1376,  42139.6,    0.803,  7.655,8.03,44.852,1702.318,1.33,1.44,  31.7030, 1512.464,  48843.2,    98.03, 05 Aug 2024, 21:58:00, 1339, 0
HCEP03730715,08/05/2024 22:00:00,  18.1406,  42142.0,    0.803,  7.653,8.03,44.762,1703.382,1.32,1.21,  31.7027, 1512.473,  48842.6,    98.00, 05 Aug 2024, 22:00:00, 1340, 0
HCEP03730715,08/05/2024 22:02:00,  18.1429,  42144.7,    0.804,  7.654,8.03,44.730,1701.577,1.28,0.54,  31.7032, 1512.480,  48843.2,    98.02, 05 Aug 2024, 22:02:00, 1341, 0
HCEP03730715,08/05/2024 22:04:00,  18.1455,  42146.9,    0.804,  7.652,8.03,44.645,1702.125,1.35,1.44,  31.7030, 1512.487,  48842.7,    97.99, 05 Aug 2024, 22:04:00, 1342, 0
HCEP03730715,08/05/2024 22:06:00,  18.1481,  42149.3,    0.804,  7.644,8.03,44.585,1702.382,1.32,1.63,  31.7031, 1512.495,  48842.6,    97.91, 05 Aug 2024, 22:06:00, 1343, 0
HCEP03730715,08/05/2024 22:08:00,  18.1507,  42151.5,    0.805,  7.650,8.03,44.504,1701.658,1.31,0.94,  31.7028, 1512.503,  48842.2,    97.98, 05 Aug 2024, 22:08:00, 1344, 0
HCEP03730715,08/05/2024 22:10:00,  18.1531,  42154.0,    0.805,  7.645,8.03,44.200,1701.062,1.28,1.44,  31.7031, 1512.510,  48842.4,    97.93, 05 Aug 2024, 22:10:00, 1345, 0
HCEP03730715,08/05/2024 22:12:00,  18.1556,  42156.8,    0.805,  7.645,8.03,44.292,1701.964,1.31,1.08,  31.7035, 1512.518,  48842.8,    97.93, 05 Aug 2024, 22:12:00, 1346, 0
HCEP03730715,08/05/2024 22:14:00,  18.1585,  42159.1,    0.805,  7.645,8.03,44.302,1700.514,1.29,0.94,  31.7031, 1512.526,  48842.1,    97.93, 05 Aug 2024, 22:14:00, 1347, 0
HCEP03730715,08/05/2024 22:16:00,  18.1611,  42161.6,    0.805,  7.651,8.03,44.405,1702.576,1.29,1.08,  31.7033, 1512.534,  48842.1,    98.02, 05 Aug 2024, 22:16:00, 1348, 0
HCEP03730715,08/05/2024 22:18:00,  18.1636,  42164.0,    0.805,  7.646,8.03,44.343,1700.031,1.28,0.00,  31.7034, 1512.541,  48842.1,    97.96, 05 Aug 2024, 22:18:00, 1349, 0
HCEP03730715,08/05/2024 22:20:00,  18.1667,  42166.4,    0.806,  7.646,8.03,44.282,1701.609,1.31,0.77,  31.7030, 1512.550,  48841.4,    97.96, 05 Aug 2024, 22:20:00, 1350, 0
HCEP03730715,08/05/2024 22:22:00,  18.1688,  42169.1,    0.807,  7.636,8.03,44.159,1700.531,1.27,0.94,  31.7036, 1512.557,  48842.0,    97.83, 05 Aug 2024, 22:22:00, 1351, 0
HCEP03730715,08/05/2024 22:24:00,  18.1718,  42171.4,    0.805,  7.641,8.03,44.108,1701.851,1.29,1.63,  31.7032, 1512.565,  48841.4,    97.91, 05 Aug 2024, 22:24:00, 1352, 0
HCEP03730715,08/05/2024 22:26:00,  18.1739,  42173.1,    0.806,  7.633,8.03,44.126,1698.840,1.27,0.00,  31.7031, 1512.571,  48841.0,    97.81, 05 Aug 2024, 22:26:00, 1353, 0
HCEP03730715,08/05/2024 22:28:00,  18.1767,  42175.9,    0.806,  7.637,8.03,44.109,1699.484,1.32,0.00,  31.7032, 1512.579,  48841.0,    97.86, 05 Aug 2024, 22:28:00, 1354, 0
HCEP03730715,08/05/2024 22:30:00,  18.1788,  42178.1,    0.806,  7.632,8.03,44.071,1697.762,1.27,0.94,  31.7035, 1512.586,  48841.3,    97.81, 05 Aug 2024, 22:30:00, 1355, 0
HCEP03730715,08/05/2024 22:32:00,  18.1814,  42180.1,    0.806,  7.633,8.03,44.141,1699.886,1.29,0.54,  31.7031, 1512.593,  48840.5,    97.83, 05 Aug 2024, 22:32:00, 1356, 0
HCEP03730715,08/05/2024 22:34:00,  18.1837,  42182.7,    0.806,  7.632,8.03,44.083,1699.693,1.23,0.54,  31.7035, 1512.600,  48840.9,    97.81, 05 Aug 2024, 22:34:00, 1357, 0
HCEP03730715,08/05/2024 22:36:00,  18.1864,  42185.0,    0.806,  7.637,8.03,44.071,1699.162,1.32,1.21,  31.7034, 1512.608,  48840.6,    97.89, 05 Aug 2024, 22:36:00, 1358, 0
HCEP03730715,08/05/2024 22:38:00,  18.1888,  42187.5,    0.806,  7.631,8.03,44.049,1698.727,1.26,0.54,  31.7036, 1512.615,  48840.7,    97.82, 05 Aug 2024, 22:38:00, 1359, 0
HCEP03730715,08/05/2024 22:40:00,  18.1908,  42189.2,    0.806,  7.630,8.03,44.133,1699.581,1.25,0.77,  31.7035, 1512.621,  48840.5,    97.80, 05 Aug 2024, 22:40:00, 1360, 0
HCEP03730715,08/05/2024 22:42:00,  18.1938,  42191.7,    0.805,  7.629,8.03,43.952,1698.953,1.27,0.00,  31.7033, 1512.629,  48840.0,    97.80, 05 Aug 2024, 22:42:00, 1361, 0
HCEP03730715,08/05/2024 22:44:00,  18.1966,  42194.5,    0.806,  7.642,8.03,44.437,1699.065,1.35,1.53,  31.7034, 1512.638,  48840.1,    97.97, 05 Aug 2024, 22:44:00, 1362, 0
HCEP03730715,08/05/2024 22:46:00,  18.1986,  42196.6,    0.805,  7.631,8.03,44.289,1696.555,1.26,1.63,  31.7037, 1512.644,  48840.2,    97.83, 05 Aug 2024, 22:46:00, 1363, 0
HCEP03730715,08/05/2024 22:48:00,  18.2011,  42198.8,    0.807,  7.631,8.03,44.370,1698.003,1.22,1.21,  31.7035, 1512.651,  48839.9,    97.84, 05 Aug 2024, 22:48:00, 1364, 0
HCEP03730715,08/05/2024 22:50:00,  18.2037,  42201.1,    0.806,  7.626,8.03,44.491,1696.989,1.38,1.44,  31.7035, 1512.659,  48839.6,    97.77, 05 Aug 2024, 22:50:00, 1365, 0
HCEP03730715,08/05/2024 22:52:00,  18.2056,  42203.2,    0.806,  7.630,8.03,44.365,1698.406,1.33,1.80,  31.7038, 1512.665,  48839.9,    97.83, 05 Aug 2024, 22:52:00, 1366, 0
HCEP03730715,08/05/2024 22:54:00,  18.2085,  42205.6,    0.806,  7.630,8.03,44.475,1696.410,1.32,1.08,  31.7036, 1512.673,  48839.5,    97.83, 05 Aug 2024, 22:54:00, 1367, 0
HCEP03730715,08/05/2024 22:56:00,  18.2104,  42207.8,    0.807,  7.634,8.03,44.339,1694.754,1.43,1.63,  31.7040, 1512.679,  48839.9,    97.89, 05 Aug 2024, 22:56:00, 1368, 0
HCEP03730715,08/05/2024 22:58:00,  18.2131,  42209.9,    0.807,  7.629,8.03,44.549,1695.108,1.27,0.00,  31.7036, 1512.687,  48839.2,    97.84, 05 Aug 2024, 22:58:00, 1369, 0
HCEP03730715,08/05/2024 23:00:00,  18.2159,  42212.4,    0.806,  7.626,8.03,44.398,1697.005,1.26,1.21,  31.7035, 1512.695,  48838.9,    97.79, 05 Aug 2024, 23:00:00, 1370, 0
